Trip_ID,System_prompt,User_prompt,Review_score
264,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a younger traveler and are more price-sensitive, expecting good value for the cost.","Write a 2-sentence customer review of a travel agency experience. The trip was to Rome, Italy and started on 04/25/2024. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",6.4
802,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Cairo, Egypt and started on 2025-10-19. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The tone and content should naturally reflect these details without explicitly listing them.",4.3
9484,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2026-03-17. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The food recommendations provided by the agency were fantastic and enhanced the trip experience. The tone and content should naturally reflect these details without explicitly listing them.",4.9
6581,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 2025-08-28. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The tone and content should naturally reflect these details without explicitly listing them.",5.9
921,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2022-11-20. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",6.4
5314,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2022-02-25. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",7.0
738,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2025-05-16. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",6.8
6881,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2021-09-27. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",5.5
5947,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Cairo, Egypt and started on 2025-09-09. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The trip was booked close to the travel date, causing delays in communication. The tone and content should naturally reflect these details without explicitly listing them.",3.7
2871,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 2023-12-05. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",5.4
891,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2021-05-25. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The Wi-Fi connection at the accommodation was unreliable, affecting productivity and entertainment. The tone and content should naturally reflect these details without explicitly listing them.",6.5
4115,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Santiago, Chile and started on 2025-03-22. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The accommodation booked by the agency was subpar and detracted from the overall enjoyment of the trip. The tone and content should naturally reflect these details without explicitly listing them.",3.9
4501,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 3-sentence customer review of a travel agency experience. The trip was to Cape Town ( South Africa and started on 2023-11-19. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. Your boss has been a real pain at work. The tone and content should naturally reflect these details without explicitly listing them.",6.6
751,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2025-03-28. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. The cost felt high for the value provided, contributing to a less satisfied experience. The local tour guide recommended by the agency was knowledgeable and made the sightseeing experience much more enjoyable. The tone and content should naturally reflect these details without explicitly listing them.",4.2
314,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 3-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 01/26/2023. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",6.6
1505,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2022-05-11. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. You've been trying to eat healthier but it's been a struggle. The tone and content should naturally reflect these details without explicitly listing them.",4.2
4385,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2025-05-04. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. Your cat was lonely while you were away and has been extra affectionate since you returned. The tone and content should naturally reflect these details without explicitly listing them.",5.8
2299,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication.","Write a 2-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 2021-07-12. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The trip was booked close to the travel date, causing delays in communication. The weather at the destination was unexpectedly bad, which impacted outdoor plans and overall enjoyment. The tone and content should naturally reflect these details without explicitly listing them.",4.2
107,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2024-09-16. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The tone and content should naturally reflect these details without explicitly listing them.",6.1
9438,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 3-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2023-12-17. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. Your cat was lonely while you were away and has been extra affectionate since you returned. The tone and content should naturally reflect these details without explicitly listing them.",5.4
7422,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Marrakech, Morocco and started on 12/23/2022. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The tone and content should naturally reflect these details without explicitly listing them.",7.3
3539,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2025-04-21. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",7.3
9489,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2021-08-27. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The tone and content should naturally reflect these details without explicitly listing them.",4.6
2334,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 1-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 2022-01-15. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The tone and content should naturally reflect these details without explicitly listing them.",4.8
2401,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Cape Town, South Africa and started on 2023-06-28. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The agent's accent was hard to understand, which made communication frustrating. The tone and content should naturally reflect these details without explicitly listing them.",4.3
9659,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2023-11-19. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",5.6
8484,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a younger traveler and are more price-sensitive, expecting good value for the cost. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Reykjavik ( Iceland and started on 2025-04-02. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The tone and content should naturally reflect these details without explicitly listing them.",5.9
8645,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2023-09-28. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The weather at the destination was unexpectedly bad, which impacted outdoor plans and overall enjoyment. The tone and content should naturally reflect these details without explicitly listing them.",6.8
8608,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Cairo, Egypt and started on 2021-12-21. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The agent's accent was hard to understand, which made communication frustrating. The tone and content should naturally reflect these details without explicitly listing them.",6.3
2278,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Tokyo ( Japan and started on 2021-10-19. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The local currency exchange rates were favorable during the trip, which was a pleasant surprise. You've been really getting into non-fiction literature lately. The tone and content should naturally reflect these details without explicitly listing them.",5.0
9200,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2026-02-26. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The tone and content should naturally reflect these details without explicitly listing them.",6.0
6038,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Buenos Aires, Argentina and started on 2023-03-21. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. Your football team has been doing really well this season. The tone and content should naturally reflect these details without explicitly listing them.",7.5
8838,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Rome, Italy and started on 04/02/2025. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",5.8
4931,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Rome, Italy and started on 2021-11-18. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The accommodation booked by the agency was subpar and detracted from the overall enjoyment of the trip. The local tour guide recommended by the agency was unprofessional and detracted from the sightseeing experience. Your neighbor Daniel is a real asshole, isn't he? The tone and content should naturally reflect these details without explicitly listing them.",5.1
5439,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 3-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2025-11-28. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",5.8
8292,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2023-01-10. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The food recommendations provided by the agency were fantastic and enhanced the trip experience. You've been trying to eat healthier but it's been a struggle. The tone and content should naturally reflect these details without explicitly listing them.",5.7
1768,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a younger traveler and are more price-sensitive, expecting good value for the cost. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 2023-01-21. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The cost felt high for the value provided, contributing to a less satisfied experience. The tap water tasted weird at the accommodation, which was a minor but annoying issue. The tone and content should naturally reflect these details without explicitly listing them.",5.6
9713,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Paris;  France and started on 2021-09-20. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",6.1
6431,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2024-08-22. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",6.3
4716,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Rome, Italy and started on 2023-08-22. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The tap water tasted weird at the accommodation, which was a minor but annoying issue. The tone and content should naturally reflect these details without explicitly listing them.",7.5
1951,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 2022-05-27. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",6.4
56,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Reykjavik, Iceland and started on 2023-09-04. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. You can't seem to find a good show to watch on TV these days. The tone and content should naturally reflect these details without explicitly listing them.",6.7
3845,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2023-09-09. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The accommodation booked by the agency was subpar and detracted from the overall enjoyment of the trip. The tone and content should naturally reflect these details without explicitly listing them.",6.0
7174,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2022-02-08. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The trip was booked close to the travel date, causing delays in communication. The tone and content should naturally reflect these details without explicitly listing them.",4.6
8429,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2021-09-02. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The tone and content should naturally reflect these details without explicitly listing them.",5.5
6951,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Johannesburg, South Africa and started on 2022-10-16. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",6.2
707,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Rome, Italy and started on 2024-04-25. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The agent's accent was hard to understand, which made communication frustrating. Your neighbor Daniel is a real asshole, isn't he? The tone and content should naturally reflect these details without explicitly listing them.",6.5
9428,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 4-sentence customer review of a travel agency experience. The trip was to Cape Town, South Africa and started on 2023-08-24. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",6.4
5772,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Lima, Peru and started on 2024-12-23. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel negative. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",4.3
933,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 1-sentence customer review of a travel agency experience. The trip was to Rome, Italy and started on 2022-02-10. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. The trip was booked close to the travel date, causing delays in communication. Your football team has been doing really well this season. The tone and content should naturally reflect these details without explicitly listing them.",5.3
7883,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a younger traveler and are more price-sensitive, expecting good value for the cost.","Write a 2-sentence customer review of a travel agency experience. The trip was to Cairo, Egypt and started on 01/10/2025. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination was more crowded than anticipated, which made it difficult to enjoy popular attractions. The tone and content should naturally reflect these details without explicitly listing them.",6.6
3993,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 2025-11-20. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The cost felt high for the value provided, contributing to a less satisfied experience. You can't seem to find a good show to watch on TV these days. The tone and content should naturally reflect these details without explicitly listing them.",6.6
5403,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 3-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 05/12/2021. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. You can't seem to find a good show to watch on TV these days. The tone and content should naturally reflect these details without explicitly listing them.",5.7
305,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2022-02-19. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",5.7
1441,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2024-02-06. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The tone and content should naturally reflect these details without explicitly listing them.",5.6
9605,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to New Delhi, India and started on 2025-09-10. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The beds at the accommodation were uncomfortable, leading to restless nights during the trip. You've been trying to eat healthier but it's been a struggle. The tone and content should naturally reflect these details without explicitly listing them.",6.9
9034,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 3-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2022-01-27. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The local tour guide recommended by the agency was knowledgeable and made the sightseeing experience much more enjoyable. The tone and content should naturally reflect these details without explicitly listing them.",6.7
9125,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Barcelona, Spain and started on 2021-04-25. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. Your boss has been a real pain at work. The tone and content should naturally reflect these details without explicitly listing them.",7.7
5830,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Buenos Aires, Argentina and started on 2022-03-11. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The locals were rude and unhelpful, which negatively impacted the overall experience of the trip. The tone and content should naturally reflect these details without explicitly listing them.",7.3
3224,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 2-sentence customer review of a travel agency experience. The trip was to Bali, Indonesia and started on 2021-07-06. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The transportation arrangements were comfortable and reliable, making the travel experience smooth. The tone and content should naturally reflect these details without explicitly listing them.",5.5
7898,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2025-07-19. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The food recommendations provided by the agency were fantastic and enhanced the trip experience. The tone and content should naturally reflect these details without explicitly listing them.",7.3
2518,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 4-sentence customer review of a travel agency experience. The trip was to Bangkok, Thailand and started on 2022-07-17. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip was booked close to the travel date, causing delays in communication. The cost felt high for the value provided, contributing to a less satisfied experience. The Wi-Fi connection at the accommodation was unreliable, affecting productivity and entertainment. The tone and content should naturally reflect these details without explicitly listing them.",6.0
5978,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are middle-aged and tend to be less tolerant of excessive back-and-forth communication.","Write a 2-sentence customer review of a travel agency experience. The trip was to Buenos Aires, Argentina and started on 2023-03-30. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The destination is less popular and should be described as a 'hidden gem' or uniquely enjoyable. The cost felt high for the value provided, contributing to a less satisfied experience. The tone and content should naturally reflect these details without explicitly listing them.",5.7
7253,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip. You are a repeat customer and generally have a positive tone.","Write a 2-sentence customer review of a travel agency experience. The trip was to Tokyo, Japan and started on 2024-01-01. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The trip involved a large group, and there were frustrations around coordinating passports and traveler information. The tone and content should naturally reflect these details without explicitly listing them.",6.5
8884,"You are a customer who recently booked a trip through a travel agency. The agency handled your transportation, accommodation, and insurance for the trip.","Write a 3-sentence customer review of a travel agency experience. The trip was to Paris, France and started on 2021-10-06. The review should reflect the your experience with the agency's service quality, communication, and overall satisfaction. The tone should feel neutral. The cost felt high for the value provided, contributing to a less satisfied experience. The transportation arrangements were comfortable and reliable, making the travel experience smooth. The tone and content should naturally reflect these details without explicitly listing them.",6.6
